src,dst,type,label
12506,21464,8,concept:subpartof_inv
5154,21944,396,concept:bankbankincountry_inv
19910,19908,44,concept:agentcreated_inv
26,39687,180,concept:teamplaysinleague_inv
29374,13723,245,concept:teamhomestadium
745,32221,141,concept:organizationalsoknownas
20853,15383,156,concept:athleteplayssport_inv
72128,347,142,concept:organizationalsoknownas_inv
39195,39196,11,concept:latitudelongitude
589,35556,240,concept:stadiumlocatedincity_inv
1214,27979,18,concept:locationlocatedwithinlocation_inv
7478,7500,108,concept:competeswith_inv
14158,14152,98,concept:agentcontributedtocreativework_inv
6524,37537,4,concept:proxyfor_inv
41672,32870,291,concept:radiostationincity
32391,45342,312,concept:academicprogramatuniversity_inv
564,1835,15,concept:mutualproxyfor
28356,1844,208,concept:producesproduct_inv
564,5794,16,concept:mutualproxyfor_inv
55232,55231,370,concept:bakedgoodservedwithbeverage_inv
574,197,14,concept:agentparticipatedinevent_inv
13848,13849,97,concept:agentcontributedtocreativework
7158,16214,4,concept:proxyfor_inv
45230,45388,312,concept:academicprogramatuniversity_inv
38362,5554,17,concept:locationlocatedwithinlocation
3802,48897,344,concept:mammalsuchasmammal_inv
29,70786,218,concept:journalistwritesforpublication_inv
51383,51465,135,concept:professionistypeofprofession
42608,40476,307,concept:awardtrophytournamentisthechampionshipgameofthenationalsport
28140,28141,77,concept:animalpreyson
64508,61231,381,concept:directordirectedmovie
942,6049,17,concept:locationlocatedwithinlocation
41006,4078,179,concept:teamplaysinleague
18405,625,9,concept:atdate
4192,73351,52,concept:agentactsinlocation_inv
128,13399,35,concept:agentinvolvedwithitem
5571,859,9,concept:atdate
570,4173,10,concept:atdate_inv
652,52218,355,concept:buildingfeaturemadefrombuildingmaterial
51683,51373,136,concept:professionistypeofprofession_inv
7123,7132,43,concept:agentcreated
47913,47841,337,concept:plantincludeplant
13793,40285,31,concept:organizationhiredperson
24278,35252,245,concept:teamhomestadium
25790,25789,12,concept:latitudelongitude_inv
8631,8630,12,concept:latitudelongitude_inv
234,30741,268,concept:televisionstationaffiliatedwith_inv
413,67752,2,concept:worksfor_inv
63157,7434,217,concept:journalistwritesforpublication
39459,39648,163,concept:organizationacronymhasname
5792,39308,286,concept:countrylocatedingeopoliticallocation_inv
61205,11340,244,concept:actorstarredinmovie_inv
48953,1273,77,concept:animalpreyson
752,19370,32,concept:organizationhiredperson_inv
2876,51576,135,concept:professionistypeofprofession
950,25272,124,concept:headquarteredin_inv
201,30913,268,concept:televisionstationaffiliatedwith_inv
716,448,10,concept:atdate_inv
15657,19138,238,concept:teamplaysagainstteam_inv
57126,816,71,concept:touristattractionsuchastouristattraction
11310,870,17,concept:locationlocatedwithinlocation
12038,38126,65,concept:hasspouse
65443,26,159,concept:athleteplaysinleague
25461,66098,260,concept:athletewinsawardtrophytournament_inv
42736,60011,43,concept:agentcreated
57981,9335,327,concept:drughassideeffect
11562,10368,216,concept:citylocatedingeopoliticallocation_inv
58266,52833,357,concept:furniturefoundinroom
48779,48944,330,concept:agriculturalproductcomingfromvertebrate_inv
48852,3200,78,concept:animalpreyson_inv
872,35158,84,concept:organizationheadquarteredincity_inv
20001,19926,110,concept:itemfoundinroom_inv
18175,965,21,concept:companyeconomicsector
61874,1531,127,concept:musicianplaysinstrument
15341,463,95,concept:subpartoforganization
994,72236,14,concept:agentparticipatedinevent_inv
51142,994,85,concept:personchargedwithcrime
4079,4192,299,concept:sportfansincountry
892,6752,5,concept:agentcompeteswithagent
538,23485,26,concept:agentcollaborateswithagent_inv
19042,19050,43,concept:agentcreated
4078,40983,180,concept:teamplaysinleague_inv
51383,51387,135,concept:professionistypeofprofession
48750,20509,125,concept:animaleatvegetable
20853,65647,156,concept:athleteplayssport_inv
71706,8056,65,concept:hasspouse
625,16052,10,concept:atdate_inv
1440,620,9,concept:atdate
717,4153,10,concept:atdate_inv
25684,73847,336,concept:musicartistgenre_inv
53293,53110,365,concept:weaponssuchasweapons
59380,59379,4,concept:proxyfor_inv
68475,241,377,concept:politicianusmemberofpoliticalgroup
1033,7185,36,concept:agentinvolvedwithitem_inv
54776,54414,171,concept:beveragemadefrombeverage
66160,20853,155,concept:athleteplayssport
32696,10590,278,concept:statelocatedingeopoliticallocation_inv
13089,20785,207,concept:producesproduct
44727,44726,310,concept:bookwriter_inv
52917,52012,248,concept:clothingtogowithclothing_inv
12125,620,9,concept:atdate
49501,49494,198,concept:arthropodandotherarthropod_inv
4165,51917,136,concept:professionistypeofprofession_inv
24328,2174,57,concept:personbelongstoorganization
7368,48712,206,concept:animalthatfeedoninsect_inv
17947,17377,78,concept:animalpreyson_inv
66890,443,159,concept:athleteplaysinleague
1806,60155,38,concept:agentcontrols_inv
20853,40477,182,concept:teamplayssport_inv
744,24391,60,concept:persongraduatedfromuniversity_inv
1461,1444,88,concept:synonymfor_inv
30772,24,95,concept:subpartoforganization
9621,74792,12,concept:latitudelongitude_inv
44805,44806,309,concept:bookwriter
62556,25684,335,concept:musicartistgenre
58130,9335,327,concept:drughassideeffect
39464,3000,237,concept:teamplaysagainstteam
4733,16622,52,concept:agentactsinlocation_inv
39654,24494,238,concept:teamplaysagainstteam_inv
6996,17479,144,concept:thinghascolor_inv
44170,44171,309,concept:bookwriter
1708,51545,138,concept:professionusestool_inv
7648,70948,2,concept:worksfor_inv
18036,23316,76,concept:animalistypeofanimal_inv
1016,19082,22,concept:companyeconomicsector_inv
6053,1208,18,concept:locationlocatedwithinlocation_inv
6850,3832,169,concept:hasofficeincity
39420,4674,177,concept:teamplaysincity
1661,61085,56,concept:persondiedatage_inv
44380,44381,309,concept:bookwriter
3780,67719,28,concept:personleadsorganization_inv
39475,38,95,concept:subpartoforganization
39719,4798,177,concept:teamplaysincity
2164,17977,93,concept:animaleatfood
19696,51273,10,concept:atdate_inv
69871,13261,1,concept:worksfor
637,6365,10,concept:atdate_inv
15169,1070,111,concept:istallerthan
63629,63628,44,concept:agentcreated_inv
51970,51992,247,concept:clothingtogowithclothing
3648,48852,343,concept:mammalsuchasmammal
57541,57542,333,concept:drugworkedonbyagent
746,33167,16,concept:mutualproxyfor_inv
66825,39497,157,concept:athleteplaysforteam
72885,72889,389,concept:automakerproducesmodel
872,29,124,concept:headquarteredin_inv
113,72444,116,concept:hasofficeincountry_inv
9331,46506,322,concept:emotionassociatedwithdisease_inv
6580,30388,270,concept:televisionstationincity_inv
4079,42573,308,concept:awardtrophytournamentisthechampionshipgameofthenationalsport_inv
51656,51593,135,concept:professionistypeofprofession
8789,9409,8,concept:subpartof_inv
4775,31556,211,concept:cityliesonriver
63646,63645,98,concept:agentcontributedtocreativework_inv
934,50981,92,concept:organizationheadquarteredincountry_inv
1915,11331,70,concept:thinghasshape_inv
36663,39497,251,concept:coachesteam
14982,48506,78,concept:animalpreyson_inv
9335,57660,328,concept:drughassideeffect_inv
51693,51520,136,concept:professionistypeofprofession_inv
32822,38060,284,concept:citycapitalofcountry_inv
4165,51616,136,concept:professionistypeofprofession_inv
50071,50168,250,concept:chemicalistypeofchemical_inv
69603,1129,173,concept:persondiedincountry
6253,805,7,concept:subpartof
128,12208,43,concept:agentcreated
54857,54856,232,concept:agriculturalproductcookedwithagriculturalproduct_inv
564,18928,4,concept:proxyfor_inv
58266,52832,357,concept:furniturefoundinroom
47683,47684,333,concept:drugworkedonbyagent
21575,20853,323,concept:sportsgamesport
58323,26202,357,concept:furniturefoundinroom
12,1354,9,concept:atdate
39785,1684,25,concept:agentcollaborateswithagent
52188,19947,109,concept:itemfoundinroom
3239,49140,349,concept:fishservedwithfood
39488,39492,238,concept:teamplaysagainstteam_inv
60,66476,160,concept:athleteplaysinleague_inv
26012,19556,109,concept:itemfoundinroom
51888,51374,135,concept:professionistypeofprofession
128,13529,35,concept:agentinvolvedwithitem
51389,51490,136,concept:professionistypeofprofession_inv
2731,2730,88,concept:synonymfor_inv
1910,2391,39,concept:bodypartcontainsbodypart
16399,16398,12,concept:latitudelongitude_inv
651,2146,36,concept:agentinvolvedwithitem_inv
2548,65401,204,concept:athleteinjuredhisbodypart_inv
8526,55646,110,concept:itemfoundinroom_inv
28657,28653,44,concept:agentcreated_inv
42051,39442,298,concept:sportusesequipment_inv
4402,36704,18,concept:locationlocatedwithinlocation_inv
9683,9684,163,concept:organizationacronymhasname
574,16531,14,concept:agentparticipatedinevent_inv
564,15795,4,concept:proxyfor_inv
11752,929,35,concept:agentinvolvedwithitem
1208,1368,4,concept:proxyfor_inv
42425,42071,297,concept:sportusesequipment
718,21638,8,concept:subpartof_inv
55875,718,7,concept:subpartof
43685,43683,310,concept:bookwriter_inv
52517,19961,109,concept:itemfoundinroom
7360,1276,77,concept:animalpreyson
49015,48949,78,concept:animalpreyson_inv
20429,7323,94,concept:animaleatfood_inv
26148,58266,358,concept:furniturefoundinroom_inv
11045,73297,52,concept:agentactsinlocation_inv
71771,51142,374,concept:politicianusendorsedbypoliticianus_inv
54722,55203,370,concept:bakedgoodservedwithbeverage_inv
960,413,5,concept:agentcompeteswithagent
62791,746,63,concept:personmovedtostateorprovince
7502,70709,218,concept:journalistwritesforpublication_inv
1438,1451,87,concept:synonymfor
10588,903,9,concept:atdate
53110,53351,366,concept:weaponssuchasweapons_inv
113,42245,300,concept:sportfansincountry_inv
43584,44521,310,concept:bookwriter_inv
32243,25496,11,concept:latitudelongitude
59821,241,377,concept:politicianusmemberofpoliticalgroup
39484,39492,238,concept:teamplaysagainstteam_inv
10497,1208,18,concept:locationlocatedwithinlocation_inv
1684,29462,37,concept:agentcontrols
745,544,60,concept:persongraduatedfromuniversity_inv
564,8924,4,concept:proxyfor_inv
576,448,16,concept:mutualproxyfor_inv
37708,11139,3,concept:proxyfor
30576,201,267,concept:televisionstationaffiliatedwith
52517,26066,109,concept:itemfoundinroom
11465,48378,76,concept:animalistypeofanimal_inv
14282,620,9,concept:atdate
583,5959,10,concept:atdate_inv
60267,60146,189,concept:musicianinmusicartist
7475,448,371,concept:newspaperincity
23534,570,9,concept:atdate
648,10999,24,concept:atlocation_inv
480,3,38,concept:agentcontrols_inv
21873,49978,250,concept:chemicalistypeofchemical_inv
18909,10350,23,concept:atlocation
16324,583,9,concept:atdate
6449,6448,14,concept:agentparticipatedinevent_inv
57960,9335,327,concept:drughassideeffect
448,36838,372,concept:newspaperincity_inv
36931,720,4,concept:proxyfor_inv
17425,9062,94,concept:animaleatfood_inv
51,4158,43,concept:agentcreated
48437,49147,349,concept:fishservedwithfood
527,620,9,concept:atdate
37099,1128,17,concept:locationlocatedwithinlocation
53390,10297,367,concept:weaponmadeincountry
48945,20509,232,concept:agriculturalproductcookedwithagriculturalproduct_inv
54837,54840,351,concept:agriculturalproductcontainchemical
49537,6831,198,concept:arthropodandotherarthropod_inv
31236,43,95,concept:subpartoforganization
52298,55717,358,concept:furniturefoundinroom_inv
3,245,8,concept:subpartof_inv
16155,20812,52,concept:agentactsinlocation_inv
43759,43538,44,concept:agentcreated_inv
12431,1606,99,concept:personhasjobposition
59772,85,159,concept:athleteplaysinleague
69850,69627,383,concept:visualartistartform
15350,15349,12,concept:latitudelongitude_inv
583,8309,10,concept:atdate_inv
39492,18157,237,concept:teamplaysagainstteam
48525,46558,19,concept:animaldevelopdisease
38,39776,96,concept:subpartoforganization_inv
20812,26750,51,concept:agentactsinlocation
73520,5180,395,concept:bankbankincountry
38754,832,121,concept:citylocatedinstate
67019,39704,157,concept:athleteplaysforteam
449,331,26,concept:agentcollaborateswithagent_inv
31572,4955,212,concept:cityliesonriver_inv
1348,6740,10,concept:atdate_inv
54883,49979,351,concept:agriculturalproductcontainchemical
965,73012,22,concept:companyeconomicsector_inv
64876,26,159,concept:athleteplaysinleague
7844,68448,38,concept:agentcontrols_inv
12035,68460,375,concept:politicianusholdsoffice
34762,34761,220,concept:airportincity_inv
75042,75041,12,concept:latitudelongitude_inv
30434,2024,21,concept:companyeconomicsector
5222,7769,285,concept:countrylocatedingeopoliticallocation
38,39940,96,concept:subpartoforganization_inv
48384,48389,343,concept:mammalsuchasmammal
59175,12037,373,concept:politicianusendorsedbypoliticianus
9331,47704,332,concept:drugpossiblytreatsphysiologicalcondition_inv
10637,1208,18,concept:locationlocatedwithinlocation_inv
73520,5173,395,concept:bankbankincountry
699,69775,50,concept:personborninlocation_inv
16060,709,19,concept:animaldevelopdisease
69515,7502,217,concept:journalistwritesforpublication
5152,5554,16,concept:mutualproxyfor_inv
12617,69242,12,concept:latitudelongitude_inv
18614,625,9,concept:atdate
39958,46999,326,concept:sportsgameteam_inv
37481,27938,284,concept:citycapitalofcountry_inv
13091,636,9,concept:atdate
744,45746,312,concept:academicprogramatuniversity_inv
20794,11752,44,concept:agentcreated_inv
36787,1607,121,concept:citylocatedinstate
1606,7625,100,concept:personhasjobposition_inv
498,1033,35,concept:agentinvolvedwithitem
717,8251,10,concept:atdate_inv
20373,7323,94,concept:animaleatfood_inv
55988,872,123,concept:headquarteredin
33946,1524,257,concept:hotelincity
59485,20853,155,concept:athleteplayssport
64973,61293,386,concept:athletebeatathlete_inv
66578,4087,187,concept:athleteplayssportsteamposition
53104,58999,354,concept:clothingmadefromplant_inv
27084,73045,390,concept:automakerproducesmodel_inv
17377,49104,344,concept:mammalsuchasmammal_inv
816,31801,72,concept:touristattractionsuchastouristattraction_inv
3225,10884,24,concept:atlocation_inv
7467,960,108,concept:competeswith_inv
69530,69528,2,concept:worksfor_inv
995,25817,86,concept:personchargedwithcrime_inv
1208,5688,52,concept:agentactsinlocation_inv
3039,636,9,concept:atdate
24466,50730,27,concept:personleadsorganization
20853,64868,156,concept:athleteplayssport_inv
19557,58475,358,concept:furniturefoundinroom_inv
636,10336,10,concept:atdate_inv
7965,7964,88,concept:synonymfor_inv
25454,699,49,concept:personborninlocation
54749,48471,210,concept:agriculturalproductcutintogeometricshape_inv
589,33273,90,concept:buildinglocatedincity_inv
448,363,24,concept:atlocation_inv
61758,61759,189,concept:musicianinmusicartist
44615,44614,310,concept:bookwriter_inv
4387,17377,75,concept:animalistypeofanimal
53984,27602,367,concept:weaponmadeincountry
17413,8544,43,concept:agentcreated
625,9900,10,concept:atdate_inv
7043,33057,15,concept:mutualproxyfor
5582,3063,1,concept:worksfor
2629,39673,156,concept:athleteplayssport_inv
73537,73520,254,concept:bankboughtbank_inv
21846,2743,43,concept:agentcreated
60342,60343,379,concept:fatherofperson
537,71737,140,concept:politicianrepresentslocation_inv
16622,5047,51,concept:agentactsinlocation
37798,3262,1,concept:worksfor
57306,870,23,concept:atlocation
72711,17408,389,concept:automakerproducesmodel
282,38637,4,concept:proxyfor_inv
20411,4387,329,concept:agriculturalproductcomingfromvertebrate
4398,4867,169,concept:hasofficeincity
33572,33571,12,concept:latitudelongitude_inv
51519,51490,135,concept:professionistypeofprofession
5163,39405,285,concept:countrylocatedingeopoliticallocation
68077,241,377,concept:politicianusmemberofpoliticalgroup
7434,1291,107,concept:competeswith
37640,4163,3,concept:proxyfor
6870,6955,8,concept:subpartof_inv
4192,14300,18,concept:locationlocatedwithinlocation_inv
699,22665,48,concept:personbornincity_inv
699,13055,50,concept:personborninlocation_inv
1208,10891,17,concept:locationlocatedwithinlocation
744,71179,60,concept:persongraduatedfromuniversity_inv
40476,11695,297,concept:sportusesequipment
54514,54680,171,concept:beveragemadefrombeverage
12465,2107,143,concept:thinghascolor
1129,24541,132,concept:personhascitizenship_inv
9335,57574,328,concept:drughassideeffect_inv
27262,60732,58,concept:personbelongstoorganization_inv
53110,53479,366,concept:weaponssuchasweapons_inv
46510,1255,321,concept:emotionassociatedwithdisease
61488,61489,29,concept:topmemberoforganization
48750,48759,93,concept:animaleatfood
699,67847,48,concept:personbornincity_inv
51486,4165,135,concept:professionistypeofprofession
35020,4663,219,concept:airportincity
13365,1277,75,concept:animalistypeofanimal
17959,48746,75,concept:animalistypeofanimal
1147,2892,80,concept:specializationof_inv
68347,68326,375,concept:politicianusholdsoffice
64943,65088,386,concept:athletebeatathlete_inv
13217,40667,325,concept:sportsgameteam
2280,2279,53,concept:parentofperson
20134,625,9,concept:atdate
12970,29,25,concept:agentcollaborateswithagent
1129,68815,174,concept:persondiedincountry_inv
59676,13128,225,concept:athleteflyouttosportsteamposition
4428,1856,23,concept:atlocation
46605,46632,321,concept:emotionassociatedwithdisease
43421,28778,310,concept:bookwriter_inv
51968,52000,248,concept:clothingtogowithclothing_inv
68754,19029,139,concept:politicianrepresentslocation
52072,52075,247,concept:clothingtogowithclothing
2024,56123,22,concept:companyeconomicsector_inv
6524,13391,4,concept:proxyfor_inv
7329,1147,20,concept:animaldevelopdisease_inv
77,74178,399,concept:agentbelongstoorganization_inv
10628,10590,278,concept:statelocatedingeopoliticallocation_inv
1424,12191,8,concept:subpartof_inv
59917,13128,225,concept:athleteflyouttosportsteamposition
38,13817,37,concept:agentcontrols
44982,42802,44,concept:agentcreated_inv
18005,2907,117,concept:fooddecreasestheriskofdisease
1469,645,9,concept:atdate
1524,71370,170,concept:hasofficeincity_inv
60969,61586,100,concept:personhasjobposition_inv
2362,2303,40,concept:bodypartcontainsbodypart_inv
15962,3227,30,concept:topmemberoforganization_inv
8262,1069,9,concept:atdate
55652,55705,109,concept:itemfoundinroom
23866,112,25,concept:agentcollaborateswithagent
10749,1128,286,concept:countrylocatedingeopoliticallocation_inv
1047,9806,12,concept:latitudelongitude_inv
10690,620,9,concept:atdate
10095,71510,4,concept:proxyfor_inv
11402,2275,16,concept:mutualproxyfor_inv
18871,18872,11,concept:latitudelongitude
18027,48944,330,concept:agriculturalproductcomingfromvertebrate_inv
4480,6234,31,concept:organizationhiredperson
27084,73083,390,concept:automakerproducesmodel_inv
15669,40021,237,concept:teamplaysagainstteam
43729,42897,309,concept:bookwriter
26276,870,16,concept:mutualproxyfor_inv
2918,30044,270,concept:televisionstationincity_inv
54891,49939,351,concept:agriculturalproductcontainchemical
1035,15666,325,concept:sportsgameteam
13128,59969,226,concept:athleteflyouttosportsteamposition_inv
62486,25684,335,concept:musicartistgenre
463,12688,2,concept:worksfor_inv
1127,32667,276,concept:statelocatedincountry_inv
3391,48420,114,concept:invertebratefeedonfood_inv
846,845,12,concept:latitudelongitude_inv
11419,577,3,concept:proxyfor
9549,73003,116,concept:hasofficeincountry_inv
1062,58365,358,concept:furniturefoundinroom_inv
74069,74073,31,concept:organizationhiredperson
5330,5308,44,concept:agentcreated_inv
60848,13128,225,concept:athleteflyouttosportsteamposition
752,10867,1,concept:worksfor
57567,57568,333,concept:drugworkedonbyagent
41388,41389,11,concept:latitudelongitude
18651,109,95,concept:subpartoforganization
1524,7505,178,concept:teamplaysincity_inv
52000,52055,248,concept:clothingtogowithclothing_inv
3421,32459,31,concept:organizationhiredperson
43031,44220,310,concept:bookwriter_inv
21425,779,5,concept:agentcompeteswithagent
74844,3757,3,concept:proxyfor
34593,34811,220,concept:airportincity_inv
19219,34484,216,concept:citylocatedingeopoliticallocation_inv
23260,23259,12,concept:latitudelongitude_inv
1003,1020,108,concept:competeswith_inv
47931,47930,340,concept:plantgrowinginplant_inv
1645,58853,363,concept:arterycalledartery
3821,3822,99,concept:personhasjobposition
26150,58266,358,concept:furniturefoundinroom_inv
73432,5268,108,concept:competeswith_inv
52342,816,71,concept:touristattractionsuchastouristattraction
46911,39411,325,concept:sportsgameteam
56577,59708,373,concept:politicianusendorsedbypoliticianus
3665,5072,24,concept:atlocation_inv
4497,3031,23,concept:atlocation
72754,72749,36,concept:agentinvolvedwithitem_inv
6692,904,147,concept:organizationdissolvedatdate
28595,1584,161,concept:hassibling
69175,1586,55,concept:persondiedatage
17524,16059,224,concept:ceoof_inv
21336,65230,158,concept:athleteplaysforteam_inv
12290,2079,8,concept:subpartof_inv
22991,22988,44,concept:agentcreated_inv
51116,934,91,concept:organizationheadquarteredincountry
960,7482,107,concept:competeswith
625,7607,10,concept:atdate_inv
5519,16936,65,concept:hasspouse
10014,39524,237,concept:teamplaysagainstteam
8098,4086,238,concept:teamplaysagainstteam_inv
64517,29846,381,concept:directordirectedmovie
48836,48363,75,concept:animalistypeofanimal
1208,10798,17,concept:locationlocatedwithinlocation
64961,4079,155,concept:athleteplayssport
9553,620,9,concept:atdate
4798,27706,84,concept:organizationheadquarteredincity_inv
37898,5245,213,concept:citylocatedincountry
25392,570,9,concept:atdate
3934,26,179,concept:teamplaysinleague
6735,109,95,concept:subpartoforganization
21948,21949,53,concept:parentofperson
752,51013,32,concept:organizationhiredperson_inv
620,6569,10,concept:atdate_inv
26912,26911,12,concept:latitudelongitude_inv
12816,13801,238,concept:teamplaysagainstteam_inv
13676,10028,32,concept:organizationhiredperson_inv
15436,59255,158,concept:athleteplaysforteam_inv
637,32684,10,concept:atdate_inv
26,67108,160,concept:athleteplaysinleague_inv
22762,15657,238,concept:teamplaysagainstteam_inv
11873,11872,22,concept:companyeconomicsector_inv
50047,49842,249,concept:chemicalistypeofchemical
46490,46650,322,concept:emotionassociatedwithdisease_inv
699,52449,50,concept:personborninlocation_inv
7769,35928,286,concept:countrylocatedingeopoliticallocation_inv
13128,64940,226,concept:athleteflyouttosportsteamposition_inv
3581,746,63,concept:personmovedtostateorprovince
717,22877,10,concept:atdate_inv
40021,40020,237,concept:teamplaysagainstteam
10959,1370,192,concept:personhasresidenceingeopoliticallocation_inv
72181,872,371,concept:newspaperincity
68081,12032,373,concept:politicianusendorsedbypoliticianus
73973,49719,335,concept:musicartistgenre
2545,2303,39,concept:bodypartcontainsbodypart
39705,3934,237,concept:teamplaysagainstteam
15671,35458,305,concept:sportusesstadium
27671,3303,16,concept:mutualproxyfor_inv
6651,718,7,concept:subpartof
71416,71415,2,concept:worksfor_inv
4782,31668,211,concept:cityliesonriver
18675,18674,12,concept:latitudelongitude_inv
60,39489,180,concept:teamplaysinleague_inv
50043,49894,250,concept:chemicalistypeofchemical_inv
42396,85,398,concept:leaguestadiums_inv
31632,31631,242,concept:riveremptiesintoriver_inv
17023,625,9,concept:atdate
19560,19550,110,concept:itemfoundinroom_inv
39418,39963,263,concept:teamwontrophy
2191,58505,110,concept:itemfoundinroom_inv
570,12057,10,concept:atdate_inv
29211,448,51,concept:agentactsinlocation
625,45120,10,concept:atdate_inv
4608,26720,24,concept:atlocation_inv
42676,42675,43,concept:agentcreated
125,636,9,concept:atdate
1035,540,14,concept:agentparticipatedinevent_inv
12529,51142,374,concept:politicianusendorsedbypoliticianus_inv
51112,934,91,concept:organizationheadquarteredincountry
52008,20119,247,concept:clothingtogowithclothing
35739,35740,11,concept:latitudelongitude
53487,1129,367,concept:weaponmadeincountry
28715,908,9,concept:atdate
62363,62362,190,concept:musicianinmusicartist_inv
42046,42285,298,concept:sportusesequipment_inv
46156,35837,317,concept:languageofcountry
74663,2827,15,concept:mutualproxyfor
66120,20853,155,concept:athleteplayssport
1130,53164,368,concept:weaponmadeincountry_inv
9467,9466,54,concept:parentofperson_inv
8530,8531,11,concept:latitudelongitude
5937,4192,17,concept:locationlocatedwithinlocation
62094,62093,190,concept:musicianinmusicartist_inv
69047,69049,223,concept:ceoof
17914,745,61,concept:persongraduatedschool
170,30473,268,concept:televisionstationaffiliatedwith_inv
54518,8340,171,concept:beveragemadefrombeverage
1895,41622,292,concept:radiostationincity_inv
745,22571,60,concept:persongraduatedfromuniversity_inv
72702,9549,115,concept:hasofficeincountry
22903,4734,23,concept:atlocation
54721,14693,232,concept:agriculturalproductcookedwithagriculturalproduct_inv
59632,20853,155,concept:athleteplayssport
47716,47542,333,concept:drugworkedonbyagent
746,33167,8,concept:subpartof_inv
52764,15093,358,concept:furniturefoundinroom_inv
36835,36834,212,concept:cityliesonriver_inv
30975,946,7,concept:subpartof
27321,40212,263,concept:teamwontrophy
857,1821,10,concept:atdate_inv
38,13782,5,concept:agentcompeteswithagent
4259,14323,32,concept:organizationhiredperson_inv
23295,125,141,concept:organizationalsoknownas
4434,71935,170,concept:hasofficeincity_inv
14897,636,9,concept:atdate
31649,31650,11,concept:latitudelongitude
1152,1208,18,concept:locationlocatedwithinlocation_inv
9450,8789,7,concept:subpartof
22877,620,9,concept:atdate
19873,19876,43,concept:agentcreated
2987,2983,44,concept:agentcreated_inv
14693,54941,232,concept:agriculturalproductcookedwithagriculturalproduct_inv
31407,31442,242,concept:riveremptiesintoriver_inv
857,2567,10,concept:atdate_inv
2093,46891,326,concept:sportsgameteam_inv
199,570,9,concept:atdate
6380,6379,12,concept:latitudelongitude_inv
21862,21861,12,concept:latitudelongitude_inv
34718,34717,90,concept:buildinglocatedincity_inv
56296,56297,11,concept:latitudelongitude
22946,22903,24,concept:atlocation_inv
13502,128,44,concept:agentcreated_inv
47071,2093,145,concept:sportsgamewinner
54365,48944,330,concept:agriculturalproductcomingfromvertebrate_inv
11778,11777,66,concept:hasspouse_inv
1710,1679,23,concept:atlocation
61178,25445,66,concept:hasspouse_inv
11614,5270,108,concept:competeswith_inv
4912,16622,52,concept:agentactsinlocation_inv
55182,54722,369,concept:bakedgoodservedwithbeverage
55890,55675,109,concept:itemfoundinroom
9738,9739,7,concept:subpartof
53110,53921,366,concept:weaponssuchasweapons_inv
67696,27034,67,concept:haswife
58,66214,160,concept:athleteplaysinleague_inv
637,24051,10,concept:atdate_inv
42716,43024,310,concept:bookwriter_inv
24004,1606,99,concept:personhasjobposition
65479,15669,157,concept:athleteplaysforteam
2204,4244,152,concept:coachwontrophy_inv
26012,20004,109,concept:itemfoundinroom
59139,67303,66,concept:hasspouse_inv
28104,56395,12,concept:latitudelongitude_inv
2430,2349,39,concept:bodypartcontainsbodypart
48894,18015,76,concept:animalistypeofanimal_inv
62427,62067,189,concept:musicianinmusicartist
64760,64759,385,concept:athletebeatathlete
2658,2657,27,concept:personleadsorganization
53110,53607,366,concept:weaponssuchasweapons_inv
49834,49994,250,concept:chemicalistypeofchemical_inv
4226,4225,164,concept:organizationacronymhasname_inv
13882,752,31,concept:organizationhiredperson
6998,887,7,concept:subpartof
27325,66827,184,concept:athletehomestadium_inv
73216,448,123,concept:headquarteredin
48417,1277,166,concept:animalsuchasinvertebrate_inv
60740,73683,335,concept:musicartistgenre
39495,11542,238,concept:teamplaysagainstteam_inv
66193,9896,157,concept:athleteplaysforteam
42055,39442,298,concept:sportusesequipment_inv
22738,67301,100,concept:personhasjobposition_inv
19666,19667,11,concept:latitudelongitude
37377,31556,211,concept:cityliesonriver
2967,625,9,concept:atdate
4920,16622,52,concept:agentactsinlocation_inv
34952,34953,219,concept:airportincity
634,57297,46,concept:attractionofcity_inv
58287,58266,358,concept:furniturefoundinroom_inv
31606,31607,241,concept:riveremptiesintoriver
1684,40181,26,concept:agentcollaborateswithagent_inv
25684,73894,336,concept:musicartistgenre_inv
2050,2035,44,concept:agentcreated_inv
39264,1123,288,concept:countrycurrency_inv
58266,26123,357,concept:furniturefoundinroom
51469,51754,135,concept:professionistypeofprofession
47708,9335,327,concept:drughassideeffect
55717,26047,357,concept:furniturefoundinroom
4736,41552,292,concept:radiostationincity_inv
62121,62011,189,concept:musicianinmusicartist
30829,121,267,concept:televisionstationaffiliatedwith
752,397,32,concept:organizationhiredperson_inv
48342,3635,76,concept:animalistypeofanimal_inv
589,35049,90,concept:buildinglocatedincity_inv
24196,3225,23,concept:atlocation
7328,19471,238,concept:teamplaysagainstteam_inv
22903,22947,23,concept:atlocation
41890,41895,293,concept:conceptprerequisiteof
56493,56492,12,concept:latitudelongitude_inv
620,10319,10,concept:atdate_inv
4234,14013,58,concept:personbelongstoorganization_inv
58058,58059,333,concept:drugworkedonbyagent
16782,16781,12,concept:latitudelongitude_inv
716,27392,10,concept:atdate_inv
3115,3265,107,concept:competeswith
44315,43511,309,concept:bookwriter
18011,3800,76,concept:animalistypeofanimal_inv
14107,5732,104,concept:acquired_inv
2010,24541,68,concept:haswife_inv
49398,5778,76,concept:animalistypeofanimal_inv
